"Name";"Link";"Price";"Discount Percentage"
"SHEIN LUNE Solid Pocket Patched Tank Top";"https://eur.shein.com/SHEIN-LUNE-Solid-Pocket-Patched-Tank-Top-p-16477524.html";7.00;0
"3pcs Plaid Bow Front PJ Set";"https://eur.shein.com/3pcs-Plaid-Bow-Front-PJ-Set-p-9083892.html";12.00;0
"SHEIN Pearls Detail Halter Triangle Bikini Swimsuit";"https://eur.shein.com/SHEIN-Pearls-Detail-Halter-Triangle-Bikini-Swimsuit-p-18303113.html";10.00;0
"Cartoon Graphic Tee & Pants PJ Set";"https://eur.shein.com/Cartoon-Graphic-Tee-Pants-PJ-Set-p-22179142.html";10.00;0
"Oversized Solid Drop Shoulder Tee";"https://eur.shein.com/Oversized-Solid-Drop-Shoulder-Tee-p-9822475.html";4.00;0
"SHEIN High Waist Ripped Mom Jeans";"https://eur.shein.com/SHEIN-High-Waist-Ripped-Mom-Jeans-p-11360216.html";14.40;20
"Yoga Trendy Tie Dye Seamless Breathable Softness Sports Leggings";"https://eur.shein.com/Yoga-Trendy-Tie-Dye-Seamless-Breathable-Softness-Sports-Leggings-p-10600433.html";9.60;20
"SHEIN ICON Rave Solid Fishnet Insert Biker Shorts";"https://eur.shein.com/SHEIN-ICON-Rave-Solid-Fishnet-Insert-Biker-Shorts-p-13492724.html";5.00;0
"Plaid Print Tie Waist Wide Leg Sleep Pants";"https://eur.shein.com/Plaid-Print-Tie-Waist-Wide-Leg-Sleep-Pants-p-24641690.html";8.00;0
"SHEIN Maternity Button Front Coat & Cami Dress";"https://eur.shein.com/SHEIN-Maternity-Button-Front-Coat-Cami-Dress-p-23867273.html";12.80;20
"SHEIN Frenchy Solid Color Ribbed Knit Long Sleeve Casual 2pcs/Set Textured Fabric Two Piece";"https://eur.shein.com/SHEIN-Frenchy-Solid-Color-Ribbed-Knit-Long-Sleeve-Casual-2pcs-Set-Textured-Fabric-Two-Piece-p-26904297.html";10.40;20
"SHEIN MOD Contrast Floral Mesh Ruched Bust Lace Up Front Split Sleeve Crop Top";"https://eur.shein.com/SHEIN-MOD-Contrast-Floral-Mesh-Ruched-Bust-Lace-Up-Front-Split-Sleeve-Crop-Top-p-19889499.html";11.00;0
"Heart Print Lettuce Trim Bow Front Cami Sleep Top";"https://eur.shein.com/Heart-Print-Lettuce-Trim-Bow-Front-Cami-Sleep-Top-p-19001871.html";3.40;15
"SHEIN Tall One Shoulder Mesh Insert Split Thigh Dress";"https://eur.shein.com/SHEIN-Tall-One-Shoulder-Mesh-Insert-Split-Thigh-Dress-p-23162387.html";8.00;20
"SHEIN BAE Women's Feather Patchwork Sequin Bodysuit";"https://eur.shein.com/SHEIN-BAE-Women-s-Feather-Patchwork-Sequin-Bodysuit-p-26537102.html";12.00;0
"Kangaroo Pocket Thermal Lined Hoodie";"https://eur.shein.com/Kangaroo-Pocket-Thermal-Lined-Hoodie-p-25408905.html";7.20;20
"SHEIN PETITE High Waist Layered Hem Ruffle Skirt";"https://eur.shein.com/SHEIN-PETITE-High-Waist-Layered-Hem-Ruffle-Skirt-p-10925796.html";7.20;20
"DAZY Lace Trim Cami Top";"https://eur.shein.com/DAZY-Lace-Trim-Cami-Top-p-12885257.html";4.80;20
"EMERY ROSE Geo Print Button Detail Tee";"https://eur.shein.com/EMERY-ROSE-Geo-Print-Button-Detail-Tee-p-22399724.html";8.00;0
"SHEIN Privé Random Herringbone Pattern Long Sleeve Jacket And Pants 2pcs/set";"https://eur.shein.com/SHEIN-Priv-Random-Herringbone-Pattern-Long-Sleeve-Jacket-And-Pants-2pcs-set-p-26877126.html";20.00;0
"Solid Slim Cami Crop Top";"https://eur.shein.com/Solid-Slim-Cami-Crop-Top-p-2837633.html";3.20;20
"Button Front Lapel Collar Satin PJ Set";"https://eur.shein.com/Button-Front-Lapel-Collar-Satin-PJ-Set-p-2521573.html";12.80;20
"SHEIN Yoga Basic Seamless Wide Waistband Sports Leggings";"https://eur.shein.com/SHEIN-Yoga-Basic-Seamless-Wide-Waistband-Sports-Leggings-p-20422173.html";8.00;0
"SHEIN Yoga Basic Solid Seamless High Waist Sports Leggings";"https://eur.shein.com/SHEIN-Yoga-Basic-Solid-Seamless-High-Waist-Sports-Leggings-p-23182252.html";6.40;20
"Daily&Casual Seamless High Elasticity Sports Leggings";"https://eur.shein.com/Daily-Casual-Seamless-High-Elasticity-Sports-Leggings-p-27801695.html";9.00;0
"High Waist Solid Pleated Skirt";"https://eur.shein.com/High-Waist-Solid-Pleated-Skirt-p-3364934.html";10.00;0
"SHEIN Frenchy Solid Raw Hem Denim Shorts";"https://eur.shein.com/SHEIN-Frenchy-Solid-Raw-Hem-Denim-Shorts-p-2724945.html";15.00;0
"SHEIN Clasi Women's Round Neck Side Knot Sequin Patchwork Dress";"https://eur.shein.com/SHEIN-Clasi-Women-s-Round-Neck-Side-Knot-Sequin-Patchwork-Dress-p-25637733.html";13.60;20
"SHEIN MOD Cut Out Front Ruched Crop Tee";"https://eur.shein.com/SHEIN-MOD-Cut-Out-Front-Ruched-Crop-Tee-p-18983796.html";4.00;20
"Heart Print Contrast Lace Satin PJ Set";"https://eur.shein.com/Heart-Print-Contrast-Lace-Satin-PJ-Set-p-23265136.html";11.00;0
"SHEIN Clasi V-neck Mesh Ribbon Long Sleeve Sequin Dress";"https://eur.shein.com/SHEIN-Clasi-V-neck-Mesh-Ribbon-Long-Sleeve-Sequin-Dress-p-26541095.html";10.50;25
"DAZY Solid Ribbed Knit Crop Tank Top";"https://eur.shein.com/DAZY-Solid-Ribbed-Knit-Crop-Tank-Top-p-15290877.html";5.00;0
"Heart Print Button Front Lettuce Trim Romper";"https://eur.shein.com/Heart-Print-Button-Front-Lettuce-Trim-Romper-p-14016271.html";5.95;15
"SHEIN Clasi Zip Up PU Leather Jacket";"https://eur.shein.com/SHEIN-Clasi-Zip-Up-PU-Leather-Jacket-p-24089649.html";24.80;20
"SHEIN Tall Zipper Back Solid Palazzo Pants";"https://eur.shein.com/SHEIN-Tall-Zipper-Back-Solid-Palazzo-Pants-p-3026913.html";11.00;0
"SHEIN BASICS Solid Cami Top";"https://eur.shein.com/SHEIN-BASICS-Solid-Cami-Top-p-22921806.html";5.00;0
"SHEIN Essnce Flap Detail Snap Button Front Quilted Coat";"https://eur.shein.com/SHEIN-Essnce-Flap-Detail-Snap-Button-Front-Quilted-Coat-p-24576238.html";8.51;63
"SHEIN Frenchy Contrast Lace Crop Decor Summer Bodycon Tee";"https://eur.shein.com/SHEIN-Frenchy-Contrast-Lace-Crop-Decor-Summer-Bodycon-Tee-p-22879206.html";3.20;20
"SHEIN Maternity Button Front Cami Dress With Coat";"https://eur.shein.com/SHEIN-Maternity-Button-Front-Cami-Dress-With-Coat-p-23867276.html";15.00;0
"SHEIN Belle Off Shoulder Mesh Bridesmaid Dress";"https://eur.shein.com/SHEIN-Belle-Off-Shoulder-Mesh-Bridesmaid-Dress-p-25695029.html";29.60;20
"SHEIN LUNE Women's Feather Printed Camisole Vest";"https://eur.shein.com/SHEIN-LUNE-Women-s-Feather-Printed-Camisole-Vest-p-29437226.html";5.00;0
"Contrast Lace Satin Slips";"https://eur.shein.com/Contrast-Lace-Satin-Slips-p-10635178.html";10.00;0
"SHEIN MOD Contrast Embroidery Mesh Tie Front Layer Hem Skirt";"https://eur.shein.com/SHEIN-MOD-Contrast-Embroidery-Mesh-Tie-Front-Layer-Hem-Skirt-p-14828505.html";12.00;20
"SHEIN X Tarsha Whitmore SHEIN Belle Asymmetric Neck Draped Backless Satin Dress";"https://eur.shein.com/SHEIN-X-Tarsha-Whitmore-SHEIN-Belle-Asymmetric-Neck-Draped-Backless-Satin-Dress-p-11531110.html";16.15;15
"SHEIN BAE Ruched Ruffle Hem Backless Halter Bodycon Dress";"https://eur.shein.com/SHEIN-BAE-Ruched-Ruffle-Hem-Backless-Halter-Bodycon-Dress-p-19276051.html";12.00;0
"SHEIN Frenchy Guipure Lace Panel Tank Top";"https://eur.shein.com/SHEIN-Frenchy-Guipure-Lace-Panel-Tank-Top-p-20268067.html";6.00;0
"SHEIN Swim Vcay Solid Bishop Sleeve Knot Hem Kimono";"https://eur.shein.com/SHEIN-Swim-Vcay-Solid-Bishop-Sleeve-Knot-Hem-Kimono-p-15684189.html";6.00;0
"SHEIN Essnce Solid Flare Sleeve Lettuce Hem Bodycon Dress";"https://eur.shein.com/SHEIN-Essnce-Solid-Flare-Sleeve-Lettuce-Hem-Bodycon-Dress-p-22192156.html";18.00;0
"SHEIN Privé Contrast Mesh Lantern Sleeve Dress";"https://eur.shein.com/SHEIN-Priv-Contrast-Mesh-Lantern-Sleeve-Dress-p-24386163.html";16.80;20
"SHEIN Privé Ladies Lace Sleeve Pearl Dress";"https://eur.shein.com/SHEIN-Priv-Ladies-Lace-Sleeve-Pearl-Dress-p-25801232.html";12.00;29
"Heart Print Lace Trim PJ Set";"https://eur.shein.com/Heart-Print-Lace-Trim-PJ-Set-p-11172488.html";7.00;0
"Tie Dye Wideband Waist Sports Leggings";"https://eur.shein.com/Tie-Dye-Wideband-Waist-Sports-Leggings-p-21112181.html";10.00;0
"SHEIN Clasi Heart Print Ruffle Trim Tee";"https://eur.shein.com/SHEIN-Clasi-Heart-Print-Ruffle-Trim-Tee-p-25367965.html";5.00;0
"Solid Kangaroo Pocket Thermal Lined Hoodie";"https://eur.shein.com/Solid-Kangaroo-Pocket-Thermal-Lined-Hoodie-p-3240706.html";6.40;20
"Solid Zip Up Unitard Jumpsuit";"https://eur.shein.com/Solid-Zip-Up-Unitard-Jumpsuit-p-24929328.html";14.00;0
"SHEIN EZwear Women's Casual Tight-Fitting Short Strapless Top Suitable For Summer";"https://eur.shein.com/SHEIN-EZwear-Women-s-Casual-Tight-Fitting-Short-Strapless-Top-Suitable-For-Summer-p-26996107.html";3.00;0
"Cherry Print Contrast Lace Bow Front Cami Sleep Top";"https://eur.shein.com/Cherry-Print-Contrast-Lace-Bow-Front-Cami-Sleep-Top-p-18118670.html";5.00;0
"SHEIN BAE 2pcs Solid Ruched Side Asymmetrical Hem Tank Top";"https://eur.shein.com/SHEIN-BAE-2pcs-Solid-Ruched-Side-Asymmetrical-Hem-Tank-Top-p-25360488.html";6.40;20
"Two Piece Satin Lilac Pajama Set Short Sleeve Lapel Top And Bow Shorts Women's Pajama Loungewear";"https://eur.shein.com/Two-Piece-Satin-Lilac-Pajama-Set-Short-Sleeve-Lapel-Top-And-Bow-Shorts-Women-s-Pajama-Loungewear-p-24225582.html";11.00;0
"Mona Lisa Print Drop Shoulder Tee";"https://eur.shein.com/Mona-Lisa-Print-Drop-Shoulder-Tee-p-21142317.html";8.00;20
"High Waist Mom Fit Jeans";"https://eur.shein.com/High-Waist-Mom-Fit-Jeans-p-16877774.html";14.40;20
"SHEIN PETITE Ripped Bootcut Leg Jeans";"https://eur.shein.com/SHEIN-PETITE-Ripped-Bootcut-Leg-Jeans-p-12732307.html";15.20;20
"SHEIN Coolane Thigh-Slit PU Leather Bandeau Bodycon Long Dress";"https://eur.shein.com/SHEIN-Coolane-Thigh-Slit-PU-Leather-Bandeau-Bodycon-Long-Dress-p-20251163.html";8.00;0
"SHEIN LUNE Rainbow And Slogan Graphic Tee";"https://eur.shein.com/SHEIN-LUNE-Rainbow-And-Slogan-Graphic-Tee-p-11871580.html";4.80;20
"SHEIN Slayr SHEIN Slayr Valentine's Day Dress Music Festival Vacation New Year Clothes Date Elegant Sexy Girly Women's Leopard Print Tight Skirt";"https://eur.shein.com/SHEIN-Slayr-SHEIN-Slayr-Valentine-s-Day-Dress-Music-Festival-Vacation-New-Year-Clothes-Date-Elegant-Sexy-Girly-Women-s-Leopard-Print-Tight-Skirt-p-26992335.html";4.00;0
"DAZY Solid Crop Tee";"https://eur.shein.com/DAZY-Solid-Crop-Tee-p-22987238.html";5.00;0
"Yoga Basic 4pcs Medium Support  Seamless Sports Bra";"https://eur.shein.com/Yoga-Basic-4pcs-Medium-Support-Seamless-Sports-Bra-p-9034987.html";19.00;0
"Yoga Basic Heather Gray Yoga Leggings Marled Knit Seamless Hip-hugging Tummy Control Training Leggings";"https://eur.shein.com/Yoga-Basic-Heather-Gray-Yoga-Leggings-Marled-Knit-Seamless-Hip-hugging-Tummy-Control-Training-Leggings-p-1830964.html";9.00;0
"SHEIN BAE Square Neck Ruched Side Crop Tee";"https://eur.shein.com/SHEIN-BAE-Square-Neck-Ruched-Side-Crop-Tee-p-18056840.html";4.00;20
"SHEIN Essnce Solid High Neck Rib Knit Jumper";"https://eur.shein.com/SHEIN-Essnce-Solid-High-Neck-Rib-Knit-Jumper-p-7127557.html";7.20;20
"GLOWMODE 24" Seamless Butt Scrunch Super High-Waist Training Leggings Mid Strength Moisture Wicking Seamless Leggings Scrunch Bum Leggings High Waisted Leggings";"https://eur.shein.com/GLOWMODE-24-Seamless-Butt-Scrunch-Super-High-Waist-Training-Leggings-Mid-Strength-Moisture-Wicking-Seamless-Leggings-Scrunch-Bum-Leggings-High-Waisted-Leggings-p-25412536.html";8.00;43
"SHEIN BAE Mock Neck Ruched Tee";"https://eur.shein.com/SHEIN-BAE-Mock-Neck-Ruched-Tee-p-25081950.html";4.80;20
"SHEIN Maternity Ruffle Trim Tie Front One Piece Swimsuit";"https://eur.shein.com/SHEIN-Maternity-Ruffle-Trim-Tie-Front-One-Piece-Swimsuit-p-18053235.html";10.00;0
"Solid Button Front Satin Top & Pants PJ Set";"https://eur.shein.com/Solid-Button-Front-Satin-Top-Pants-PJ-Set-p-10300928.html";15.00;0
"Contrast Lace Cami Night Dress";"https://eur.shein.com/Contrast-Lace-Cami-Night-Dress-p-12033285.html";9.00;0
"SHEIN BAE Solid Backless Cami Bodysuit";"https://eur.shein.com/SHEIN-BAE-Solid-Backless-Cami-Bodysuit-p-22163838.html";6.00;0
"Heart Print Bow Front Cami Top & Shorts PJ Set";"https://eur.shein.com/Heart-Print-Bow-Front-Cami-Top-Shorts-PJ-Set-p-22197135.html";7.00;0
"Yoga Basic Seamless High Elasticity Exercise Leggings";"https://eur.shein.com/Yoga-Basic-Seamless-High-Elasticity-Exercise-Leggings-p-27178897.html";6.40;20
"Contrast Binding Satin Pajama Set";"https://eur.shein.com/Contrast-Binding-Satin-Pajama-Set-p-7950257.html";14.00;0
"Flap Pocket Side Cargo Jeans";"https://eur.shein.com/Flap-Pocket-Side-Cargo-Jeans-p-18264109.html";27.00;0
"Solid Round Neck Tee";"https://eur.shein.com/Solid-Round-Neck-Tee-p-2903639.html";3.20;20
"SHEIN Leisure Women's Stand Collar Zipper Sport Jacket";"https://eur.shein.com/SHEIN-Leisure-Women-s-Stand-Collar-Zipper-Sport-Jacket-p-25864170.html";12.00;0
"SHEIN BASICS Maternity Solid Cycling Shorts";"https://eur.shein.com/SHEIN-BASICS-Maternity-Solid-Cycling-Shorts-p-10184029.html";4.00;0
"Yoga Basic Yoga Tights Seamless Scrunch Butt Tummy Control Compression Leggings With Wide Waistband";"https://eur.shein.com/Yoga-Basic-Yoga-Tights-Seamless-Scrunch-Butt-Tummy-Control-Compression-Leggings-With-Wide-Waistband-p-9169417.html";9.00;0
"SHEIN PETITE High Waist Plicated Detail Wide Leg Trousers";"https://eur.shein.com/SHEIN-PETITE-High-Waist-Plicated-Detail-Wide-Leg-Trousers-p-12672257.html";15.00;0
"Rib High Waisted Bikini Swimsuit";"https://eur.shein.com/Rib-High-Waisted-Bikini-Swimsuit-p-10868383.html";9.00;0
"SHEIN MOD Solid Seam Front Decorative Lines Black Cami Top";"https://eur.shein.com/SHEIN-MOD-Solid-Seam-Front-Decorative-Lines-Black-Cami-Top-p-14996383.html";3.20;20
"SHEIN Essnce 3pcs/set Solid Color Tank Tops";"https://eur.shein.com/SHEIN-Essnce-3pcs-set-Solid-Color-Tank-Tops-p-26057195.html";7.20;20
"SHEIN High Waisted Skinny Jeans";"https://eur.shein.com/SHEIN-High-Waisted-Skinny-Jeans-p-2604123.html";11.20;20
"Lace Up Backless Sequin Prom Dress";"https://eur.shein.com/Lace-Up-Backless-Sequin-Prom-Dress-p-11822627.html";46.55;5
"Solid Flap Pocket Cargo Jeans";"https://eur.shein.com/Solid-Flap-Pocket-Cargo-Jeans-p-17332287.html";24.00;0
"SHEIN Essnce Women's Solid Color Strapless Top";"https://eur.shein.com/SHEIN-Essnce-Women-s-Solid-Color-Strapless-Top-p-28419325.html";5.60;20
"DAZY Zip Up Crop Jacket";"https://eur.shein.com/DAZY-Zip-Up-Crop-Jacket-p-23379915.html";8.80;20
"SHEIN MOD Paperbag Waist Ruffle Hem Smocked Skirt";"https://eur.shein.com/SHEIN-MOD-Paperbag-Waist-Ruffle-Hem-Smocked-Skirt-p-22041442.html";10.40;20
"SHEIN Yoga Basic Wide Waistband Sports Leggings";"https://eur.shein.com/SHEIN-Yoga-Basic-Wide-Waistband-Sports-Leggings-p-18748212.html";6.40;20
"Floral Print Contrast Piping Satin PJ Set";"https://eur.shein.com/Floral-Print-Contrast-Piping-Satin-PJ-Set-p-3204383.html";16.00;0
"SHEIN Maternity Phone Pocket Top-stitching Wideband Waist Leggings";"https://eur.shein.com/SHEIN-Maternity-Phone-Pocket-Top-stitching-Wideband-Waist-Leggings-p-7595422.html";11.00;0
"Yoga Trendy Tie Dye Yoga Leggings Seamless Softness High Stretch Tummy Control Training Tights";"https://eur.shein.com/Yoga-Trendy-Tie-Dye-Yoga-Leggings-Seamless-Softness-High-Stretch-Tummy-Control-Training-Tights-p-3118304.html";8.00;20
"SHEIN VCAY Knot Shoulder Ruffle Hem Shirred Cami Top";"https://eur.shein.com/SHEIN-VCAY-Knot-Shoulder-Ruffle-Hem-Shirred-Cami-Top-p-2143977.html";8.00;20
"Spliced Lace Cami Sleep Dress And Ruffled Hem Robe";"https://eur.shein.com/Spliced-Lace-Cami-Sleep-Dress-And-Ruffled-Hem-Robe-p-26375001.html";18.00;0
"Sollinarry High Waist Mermaid Hem Skirt";"https://eur.shein.com/Sollinarry-High-Waist-Mermaid-Hem-Skirt-p-19757609.html";20.00;0
"SHEIN LUNE Contrast Side Seam Drop Shoulder Sweatshirt & Sweatpants";"https://eur.shein.com/SHEIN-LUNE-Contrast-Side-Seam-Drop-Shoulder-Sweatshirt-Sweatpants-p-22130632.html";21.00;0
"SHEIN Privé Women's High Slit Cami Dress";"https://eur.shein.com/SHEIN-Priv-Women-s-High-Slit-Cami-Dress-p-26546527.html";9.00;0
"SHEIN Leisure Quick-Drying Seamless High Stretch Thumb Holes Sports Set workout set";"https://eur.shein.com/SHEIN-Leisure-Quick-Drying-Seamless-High-Stretch-Thumb-Holes-Sports-Set-workout-set-p-3670536.html";14.00;0
"Women's Strapless Body Print Crop Top";"https://eur.shein.com/Women-s-Strapless-Body-Print-Crop-Top-p-27484201.html";3.20;20
"Solid Mesh Insert Crop Tube Top";"https://eur.shein.com/Solid-Mesh-Insert-Crop-Tube-Top-p-21047922.html";6.00;0
"SHEIN Swim BohoFeel Hollow Out Drawstring Side Cover Up Without Bikini";"https://eur.shein.com/SHEIN-Swim-BohoFeel-Hollow-Out-Drawstring-Side-Cover-Up-Without-Bikini-p-13147567.html";11.20;20
"Apperloth A High Waist Thermal Lined PU Leather Skinny Cropped Trousers";"https://eur.shein.com/Apperloth-A-High-Waist-Thermal-Lined-PU-Leather-Skinny-Cropped-Trousers-p-1982177.html";17.00;0
"SHEIN Essnce Crisscross Backless Mock Neck Crop Tee";"https://eur.shein.com/SHEIN-Essnce-Crisscross-Backless-Mock-Neck-Crop-Tee-p-25494902.html";6.00;0
"Contrast Lace Flounce Sleeve Mesh Robe & Cami Dress PJ Set";"https://eur.shein.com/Contrast-Lace-Flounce-Sleeve-Mesh-Robe-Cami-Dress-PJ-Set-p-20126212.html";17.00;0
"SHEIN Yoga Basic Two Piece Outfits Seamless High Stretch Thumb Holes Sports Tee & Leggings";"https://eur.shein.com/SHEIN-Yoga-Basic-Two-Piece-Outfits-Seamless-High-Stretch-Thumb-Holes-Sports-Tee-Leggings-p-20268346.html";16.00;0
"SHEIN Essnce Plain Ribbed Knit Tshirt And Wide Leg Pants Two Piece Suit";"https://eur.shein.com/SHEIN-Essnce-Plain-Ribbed-Knit-Tshirt-And-Wide-Leg-Pants-Two-Piece-Suit-p-26677831.html";9.75;25
"Lapel Contrast Binding Tie Front PJ Set";"https://eur.shein.com/Lapel-Contrast-Binding-Tie-Front-PJ-Set-p-1229275.html";15.00;0
"2pcs/Set Imitation Silk Pajamas With Edge Stitching & Turn-Down Collar Design";"https://eur.shein.com/2pcs-Set-Imitation-Silk-Pajamas-With-Edge-Stitching-Turn-Down-Collar-Design-p-28968753.html";13.00;0
"SHEIN Coolane Skeleton Hand Rhinestone Detail Crop Tee";"https://eur.shein.com/SHEIN-Coolane-Skeleton-Hand-Rhinestone-Detail-Crop-Tee-p-18125837.html";3.20;20
"SHEIN PETITE Off Shoulder Crop Off Shoulder Top";"https://eur.shein.com/SHEIN-PETITE-Off-Shoulder-Crop-Off-Shoulder-Top-p-11469625.html";4.00;20
"NEW Simplee Women's Lace Splicing Mesh Dress";"https://eur.shein.com/Simplee-Women-s-Lace-Splicing-Mesh-Dress-p-29249879.html";30.00;0
"SHEIN Essnce Drawstring Split Thigh Skirt";"https://eur.shein.com/SHEIN-Essnce-Drawstring-Split-Thigh-Skirt-p-11646898.html";9.00;0
"Yoga Basic Women's High Waisted Sports Leggings";"https://eur.shein.com/Yoga-Basic-Women-s-High-Waisted-Sports-Leggings-p-25261637.html";7.20;20
"SHEIN LUNE Ladies' Floral Print Casual Tank Top";"https://eur.shein.com/SHEIN-LUNE-Ladies-Floral-Print-Casual-Tank-Top-p-27562309.html";6.00;0
"SHEIN EZwear Black Contrast Panel Wide Leg Pants";"https://eur.shein.com/SHEIN-EZwear-Black-Contrast-Panel-Wide-Leg-Pants-p-12760639.html";12.00;20
"SHEIN Privé Ruffle Trim Split Thigh Tube Dress";"https://eur.shein.com/SHEIN-Priv-Ruffle-Trim-Split-Thigh-Tube-Dress-p-16611354.html";11.20;20
"Women's Straight-leg Jeans";"https://eur.shein.com/Women-s-Straight-leg-Jeans-p-26824247.html";19.80;10
"High Waist Raw Hem Denim Shorts";"https://eur.shein.com/High-Waist-Raw-Hem-Denim-Shorts-p-17037318.html";11.20;20
"SHEIN ICON Cut Out Front Crop Top With Arm Sleeves";"https://eur.shein.com/SHEIN-ICON-Cut-Out-Front-Crop-Top-With-Arm-Sleeves-p-21669727.html";6.40;20
"DAZY Slant Pocket Straight Leg Jeans";"https://eur.shein.com/DAZY-Slant-Pocket-Straight-Leg-Jeans-p-23791981.html";16.80;20
"Floral Appliques Mesh Overlay Cami Wedding Dress";"https://eur.shein.com/Floral-Appliques-Mesh-Overlay-Cami-Wedding-Dress-p-14699491.html";59.00;0
"SHEIN ICON One Shoulder Cut Out Bodysuit";"https://eur.shein.com/SHEIN-ICON-One-Shoulder-Cut-Out-Bodysuit-p-26062393.html";6.00;0
"SHEIN Maternity Rib-knit Half Button A-line Dress";"https://eur.shein.com/SHEIN-Maternity-Rib-knit-Half-Button-A-line-Dress-p-23247495.html";15.00;0
"SHEIN Essnce Solid High Neck Rib Knit Sweater";"https://eur.shein.com/SHEIN-Essnce-Solid-High-Neck-Rib-Knit-Sweater-p-7128102.html";6.30;30
"SHEIN Essnce Solid Ribbed Knit Sweater";"https://eur.shein.com/SHEIN-Essnce-Solid-Ribbed-Knit-Sweater-p-25570744.html";12.00;0
"SHEIN Yoga Basic 4pcs Seamless High Stretch Sports Set";"https://eur.shein.com/SHEIN-Yoga-Basic-4pcs-Seamless-High-Stretch-Sports-Set-p-19072022.html";25.00;0
"Allover Heart Print Pyjama Set";"https://eur.shein.com/Allover-Heart-Print-Pyjama-Set-p-6585252.html";12.00;0
"SHEIN Modely Lantern Sleeve Surplice Belted Peplum Off The Shoulder Blouse";"https://eur.shein.com/SHEIN-Modely-Lantern-Sleeve-Surplice-Belted-Peplum-Off-The-Shoulder-Blouse-p-565372.html";17.00;0
"DAZY Solid Ribbed Knit Tank Top";"https://eur.shein.com/DAZY-Solid-Ribbed-Knit-Tank-Top-p-12776536.html";5.60;20
"SHEIN LUNE Ladies' Striped Shirt With Ruffle Hem";"https://eur.shein.com/SHEIN-LUNE-Ladies-Striped-Shirt-With-Ruffle-Hem-p-26068289.html";10.00;0
"Women's Ruffled Hem Pajama Set With Patchwork";"https://eur.shein.com/Women-s-Ruffled-Hem-Pajama-Set-With-Patchwork-p-24905201.html";15.00;0
"Lace Trim Satin Cami Top & Shorts PJ Set";"https://eur.shein.com/Lace-Trim-Satin-Cami-Top-Shorts-PJ-Set-p-23682517.html";9.00;0
"SHEIN EZwear Vintage American Casual Deep Grey Knitted Women's Tube Top";"https://eur.shein.com/SHEIN-EZwear-Vintage-American-Casual-Deep-Grey-Knitted-Women-s-Tube-Top-p-27040350.html";3.00;0
"SHEIN ICON Solid Fishnet Super Crop Black Top";"https://eur.shein.com/SHEIN-ICON-Solid-Fishnet-Super-Crop-Black-Top-p-15901115.html";4.00;0
"Yoga Trendy Tie Dye Running Leggings Seamless High Stretch Scrunch Butt Workout Tights";"https://eur.shein.com/Yoga-Trendy-Tie-Dye-Running-Leggings-Seamless-High-Stretch-Scrunch-Butt-Workout-Tights-p-10557505.html";12.00;0
"Yoga Basic Solid Tummy Control Sports Leggings butt lift";"https://eur.shein.com/Yoga-Basic-Solid-Tummy-Control-Sports-Leggings-butt-lift-p-12633312.html";10.00;0
"Yoga Basic Yoga Leggings Seamless High Stretch Tummy Control Training Tights With Wide Waistband";"https://eur.shein.com/Yoga-Basic-Yoga-Leggings-Seamless-High-Stretch-Tummy-Control-Training-Tights-With-Wide-Waistband-p-10471859.html";9.00;0
"SHEIN EZwear 3pcs Women's Slim Fit Camisole Tank Top Set In Black, White, And Grey For Casual Wear";"https://eur.shein.com/SHEIN-EZwear-3pcs-Women-s-Slim-Fit-Camisole-Tank-Top-Set-In-Black-White-And-Grey-For-Casual-Wear-p-28818045.html";10.00;0
"Giffniseti Square Neck Split Thigh Dress";"https://eur.shein.com/Giffniseti-Square-Neck-Split-Thigh-Dress-p-23355319.html";49.00;0
"SHEIN BAE Cut Out Crop Cami Top";"https://eur.shein.com/SHEIN-BAE-Cut-Out-Crop-Cami-Top-p-17825531.html";4.80;20
"SHEIN Clasi Solid Pleated Hem Dress";"https://eur.shein.com/SHEIN-Clasi-Solid-Pleated-Hem-Dress-p-18782313.html";12.00;0
"SHEIN Privé Lapel Collar Belted PU Trench Coat";"https://eur.shein.com/SHEIN-Priv-Lapel-Collar-Belted-PU-Trench-Coat-p-11258685.html";30.00;0
"SHEIN Yoga Basic Seamless High Stretch Wide Waistband Sports Shorts";"https://eur.shein.com/SHEIN-Yoga-Basic-Seamless-High-Stretch-Wide-Waistband-Sports-Shorts-p-20726410.html";4.00;20
"Flannel Bow Decorated Home Wear Pants";"https://eur.shein.com/Flannel-Bow-Decorated-Home-Wear-Pants-p-26916424.html";6.30;30
"SHEIN EZwear Solid Tube Top & Button Front Tee & Trousers";"https://eur.shein.com/SHEIN-EZwear-Solid-Tube-Top-Button-Front-Tee-Trousers-p-12587681.html";16.80;20
"SHEIN LUNE Letter Graphic Batwing Sleeve Tee";"https://eur.shein.com/SHEIN-LUNE-Letter-Graphic-Batwing-Sleeve-Tee-p-16301588.html";4.80;20
"Yoga Basic Absorbs Sweat Breathable Sports Tee";"https://eur.shein.com/Yoga-Basic-Absorbs-Sweat-Breathable-Sports-Tee-p-9810037.html";8.00;0
"SHEIN Privé Plaid Print Crop Jacket & Button Front Skirt";"https://eur.shein.com/SHEIN-Priv-Plaid-Print-Crop-Jacket-Button-Front-Skirt-p-11757280.html";18.75;25
