"Name";"Link";"Price";"Discount Percentage"
"SHEIN Qutie Summer Striped Print Patch Detail Baggy Shorts";"https://eur.shein.com/SHEIN-Qutie-Summer-Striped-Print-Patch-Detail-Baggy-Shorts-p-14243718.html";5.60;20
"Plaid & Slogan Graphic PJ Set";"https://eur.shein.com/Plaid-Slogan-Graphic-PJ-Set-p-11952381.html";12.00;0
"SHEIN Essnce Floral Embroidery Drop Shoulder Sweater";"https://eur.shein.com/SHEIN-Essnce-Floral-Embroidery-Drop-Shoulder-Sweater-p-26131994.html";15.20;20
"SHEIN PETITE High Waist Straight Leg Jeans";"https://eur.shein.com/SHEIN-PETITE-High-Waist-Straight-Leg-Jeans-p-3661926.html";19.00;0
"SHEIN VCAY Mock Neck Allover Print Blouse";"https://eur.shein.com/SHEIN-VCAY-Mock-Neck-Allover-Print-Blouse-p-1346337.html";4.80;20
"NEW DAZY Women's Round Neck Short Sleeve T-Shirt";"https://eur.shein.com/DAZY-Women-s-Round-Neck-Short-Sleeve-T-Shirt-p-27371138.html";5.00;0
"SHEIN LUNE Allover Print Belted Wide Leg Pants";"https://eur.shein.com/SHEIN-LUNE-Allover-Print-Belted-Wide-Leg-Pants-p-16629031.html";8.80;20
"Heart Print Night Dress";"https://eur.shein.com/Heart-Print-Night-Dress-p-8633172.html";5.95;15
"SHEIN Qutie Tie Side Asymmetrical Hem Tube Top";"https://eur.shein.com/SHEIN-Qutie-Tie-Side-Asymmetrical-Hem-Tube-Top-p-21632790.html";3.20;20
"SHEIN VCAY Paisley Print Split Thigh Skirt";"https://eur.shein.com/SHEIN-VCAY-Paisley-Print-Split-Thigh-Skirt-p-16554441.html";11.00;0
"SHEIN LUNE Ombre Batwing Sleeve Tee";"https://eur.shein.com/SHEIN-LUNE-Ombre-Batwing-Sleeve-Tee-p-18466652.html";5.00;0
"Solid Colored Frayed Denim Shorts With Diagonal Pockets";"https://eur.shein.com/Solid-Colored-Frayed-Denim-Shorts-With-Diagonal-Pockets-p-29679888.html";13.00;0
"Contrast Eyelash Lace Bow Detail Satin Cami Night Dress";"https://eur.shein.com/Contrast-Eyelash-Lace-Bow-Detail-Satin-Cami-Night-Dress-p-9908860.html";7.00;0
"Solid Wide Leg Cami Jumpsuit Without Tank Top";"https://eur.shein.com/Solid-Wide-Leg-Cami-Jumpsuit-Without-Tank-Top-p-24360233.html";17.00;0
"SHEIN Essnce Half Button Drop Shoulder Sweatshirt & Sweatpants";"https://eur.shein.com/SHEIN-Essnce-Half-Button-Drop-Shoulder-Sweatshirt-Sweatpants-p-22357786.html";15.00;25
"Women's Pattern Printed Zip-Up Hoodie";"https://eur.shein.com/Women-s-Pattern-Printed-Zip-Up-Hoodie-p-28625361.html";20.00;0
"Yoga Basic Solid Wide Waistband Phone Pocket Side Sports Leggings";"https://eur.shein.com/Yoga-Basic-Solid-Wide-Waistband-Phone-Pocket-Side-Sports-Leggings-p-13712465.html";9.00;0
"SHEIN WYWH Valentine's Day Ombre Ripped Women's Denim Shorts";"https://eur.shein.com/SHEIN-WYWH-Valentine-s-Day-Ombre-Ripped-Women-s-Denim-Shorts-p-29120755.html";16.00;0
"SHEIN EZwear Spring White Y2k Off Shoulder Crop Tee & Flare Leg Pants Two Piece Set";"https://eur.shein.com/SHEIN-EZwear-Spring-White-Y2k-Off-Shoulder-Crop-Tee-Flare-Leg-Pants-Two-Piece-Set-p-24360769.html";13.60;20
"SHEIN Swim Basics Plain Halter Micro Triangle Bikini Swimsuit";"https://eur.shein.com/SHEIN-Swim-Basics-Plain-Halter-Micro-Triangle-Bikini-Swimsuit-p-3353147.html";8.00;0
"SHEIN EZwear High Waist Flare Leg Trousers";"https://eur.shein.com/SHEIN-EZwear-High-Waist-Flare-Leg-Trousers-p-12046933.html";6.40;20
"SHEIN Maternity Ribbed Knit Belted Tee";"https://eur.shein.com/SHEIN-Maternity-Ribbed-Knit-Belted-Tee-p-23554777.html";9.00;0
"SHEIN BAE Solid Backless Cami Top";"https://eur.shein.com/SHEIN-BAE-Solid-Backless-Cami-Top-p-17503775.html";6.00;0
"Left design Cute Cartoon Watermelon Patterned Short-Sleeve Top And Shorts Pajamas Set";"https://eur.shein.com/Left-design-Cute-Cartoon-Watermelon-Patterned-Short-Sleeve-Top-And-Shorts-Pajamas-Set-p-28893698.html";9.00;0
"SHEIN Privé One Shoulder Cut Out Crop Asymmetrical Top";"https://eur.shein.com/SHEIN-Priv-One-Shoulder-Cut-Out-Crop-Asymmetrical-Top-p-13330932.html";5.00;0
"SHEIN LUNE Autumn & Winter Casual Comfortable Warmth Half Zip Contrast Striped Sweater For Men, Women";"https://eur.shein.com/SHEIN-LUNE-Autumn-Winter-Casual-Comfortable-Warmth-Half-Zip-Contrast-Striped-Sweater-For-Men-Women-p-20763457.html";12.00;25
"Allover Heart Print Lettuce Trim Cami Night Dress";"https://eur.shein.com/Allover-Heart-Print-Lettuce-Trim-Cami-Night-Dress-p-9724027.html";3.40;15
"SHEIN LUNE Figure Graphic Batwing Sleeve Tee Casual T-Shirt";"https://eur.shein.com/SHEIN-LUNE-Figure-Graphic-Batwing-Sleeve-Tee-Casual-T-Shirt-p-19623353.html";5.00;0
"SHEIN EZwear Zipper Fly Flap Pocket Flare Leg Jeans";"https://eur.shein.com/SHEIN-EZwear-Zipper-Fly-Flap-Pocket-Flare-Leg-Jeans-p-8838607.html";15.20;20
"SHEIN BAE Multicolor Printed Puckered Off Shoulder Asymmetric Hem Long Sleeve Sheer T-Shirt";"https://eur.shein.com/SHEIN-BAE-Multicolor-Printed-Puckered-Off-Shoulder-Asymmetric-Hem-Long-Sleeve-Sheer-T-Shirt-p-29276610.html";8.00;0
"SHEIN Frenchy Guipure Lace Insert Tie Back Tee";"https://eur.shein.com/SHEIN-Frenchy-Guipure-Lace-Insert-Tie-Back-Tee-p-21192304.html";6.00;0
"SHEIN Swim Basics Rib Knit Halter Triangle Bikini Swimsuit";"https://eur.shein.com/SHEIN-Swim-Basics-Rib-Knit-Halter-Triangle-Bikini-Swimsuit-p-13206501.html";7.00;0
"SHEIN LUNE Drop Shoulder Zip Up Bomber Jacket";"https://eur.shein.com/SHEIN-LUNE-Drop-Shoulder-Zip-Up-Bomber-Jacket-p-20469486.html";16.00;0
"SHEIN EZwear Summer Grey Solid Wide Leg Pants";"https://eur.shein.com/SHEIN-EZwear-Summer-Grey-Solid-Wide-Leg-Pants-p-14822788.html";10.40;20
"SHEIN LUNE Solid Pocket Patched Tee";"https://eur.shein.com/SHEIN-LUNE-Solid-Pocket-Patched-Tee-p-15116899.html";5.00;0
"SHEIN LUNE Women's Casual Baseball Graphic Round Neck Short Sleeve T-Shirt";"https://eur.shein.com/SHEIN-LUNE-Women-s-Casual-Baseball-Graphic-Round-Neck-Short-Sleeve-T-Shirt-p-29566526.html";4.00;0
"High Waisted Split Thigh Skirt";"https://eur.shein.com/High-Waisted-Split-Thigh-Skirt-p-2232118.html";8.00;0
"SHEIN Essnce Lapel Neck Double Breasted Blazer";"https://eur.shein.com/SHEIN-Essnce-Lapel-Neck-Double-Breasted-Blazer-p-14929470.html";16.00;0
"SHEIN LUNE Solid Round Neck Tee";"https://eur.shein.com/SHEIN-LUNE-Solid-Round-Neck-Tee-p-22066034.html";6.00;0
"Women'S Solid Color Casual 2-Piece Set";"https://eur.shein.com/Women-S-Solid-Color-Casual-2-Piece-Set-p-28444135.html";23.00;0
"SHEIN Swim Basics Rib Triangle High Waisted Bikini Swimsuit";"https://eur.shein.com/SHEIN-Swim-Basics-Rib-Triangle-High-Waisted-Bikini-Swimsuit-p-2768418.html";8.00;0
"SHEIN SXY Mesh Splice Twist Front Short Tight T-Shirt";"https://eur.shein.com/SHEIN-SXY-Mesh-Splice-Twist-Front-Short-Tight-T-Shirt-p-29134575.html";5.00;0
"SHEIN LUNE Color Block Cable Knit Cardigan";"https://eur.shein.com/SHEIN-LUNE-Color-Block-Cable-Knit-Cardigan-p-11647138.html";11.90;30
"SHEIN VCAY Floral Embroidery Swiss Dot Ruffle Sleeve Tie Back Schiffy Blouse";"https://eur.shein.com/SHEIN-VCAY-Floral-Embroidery-Swiss-Dot-Ruffle-Sleeve-Tie-Back-Schiffy-Blouse-p-10635772.html";12.00;0
"SHEIN EZwear Scoop Neck Tank Top and Track Shorts";"https://eur.shein.com/SHEIN-EZwear-Scoop-Neck-Tank-Top-and-Track-Shorts-p-11321935.html";8.80;20
"Solid Curved Hem Cami Dress";"https://eur.shein.com/Solid-Curved-Hem-Cami-Dress-p-18673544.html";11.00;0
"SHEIN Privé Jacquard Tie Backless Peplum Tube Top";"https://eur.shein.com/SHEIN-Priv-Jacquard-Tie-Backless-Peplum-Tube-Top-p-22594415.html";12.00;0
"SHEIN BIZwear Women's Sleeveless Bodysuit With Criss-Cross Neck And Woven Tape Detail";"https://eur.shein.com/SHEIN-BIZwear-Women-s-Sleeveless-Bodysuit-With-Criss-Cross-Neck-And-Woven-Tape-Detail-p-28758885.html";6.00;0
"SHEIN High Waist Wide Leg Jeans";"https://eur.shein.com/SHEIN-High-Waist-Wide-Leg-Jeans-p-14119137.html";16.80;20
"SHEIN PETITE Solid Ribbed Knit Tee Summer Black Bodysuit";"https://eur.shein.com/SHEIN-PETITE-Solid-Ribbed-Knit-Tee-Summer-Black-Bodysuit-p-17124156.html";6.00;0
"SHEIN Essnce Solid Split Thigh Bodycon Dress";"https://eur.shein.com/SHEIN-Essnce-Solid-Split-Thigh-Bodycon-Dress-p-11726714.html";7.20;20
"Women's Long Sleeve Shirt";"https://eur.shein.com/Women-s-Long-Sleeve-Shirt-p-26659078.html";11.00;0
"Women's Black And White Checkered Button Double Pocket Plush Jacket";"https://eur.shein.com/Women-s-Black-And-White-Checkered-Button-Double-Pocket-Plush-Jacket-p-25362218.html";15.20;20
"SHEIN Essnce Short Sleeve T-Shirt With Hand And Evil Eye Pattern";"https://eur.shein.com/SHEIN-Essnce-Short-Sleeve-T-Shirt-With-Hand-And-Evil-Eye-Pattern-p-29602461.html";5.00;0
"SHEIN BAE Eyelash Lace Panel Bustier Cami Top";"https://eur.shein.com/SHEIN-BAE-Eyelash-Lace-Panel-Bustier-Cami-Top-p-14960353.html";11.20;20
"Asymmetrical Neck Rib-knit Crop Tank Top";"https://eur.shein.com/Asymmetrical-Neck-Rib-knit-Crop-Tank-Top-p-9885902.html";4.00;20
"Kangaroo Pocket Warm Lined Hooded Sweatshirt";"https://eur.shein.com/Kangaroo-Pocket-Warm-Lined-Hooded-Sweatshirt-p-27505151.html";5.40;40
"SHEIN SHEIN Swim Chicsea Contrast Trim High Waisted Bikini Swimsuit";"https://eur.shein.com/SHEIN-SHEIN-Swim-Chicsea-Contrast-Trim-High-Waisted-Bikini-Swimsuit-p-22486510.html";10.00;0
"DAZY Vertical Striped Drop Shoulder Shirt";"https://eur.shein.com/DAZY-Vertical-Striped-Drop-Shoulder-Shirt-p-10048378.html";16.00;0
"NEW SHEIN Privé Plain Folded Stand Collar T-Shirt";"https://eur.shein.com/SHEIN-Priv-Plain-Folded-Stand-Collar-T-Shirt-p-29110585.html";18.00;0
"SHEIN EZwear Black Contrast Dobby Mesh Gigot Sleeve One Shoulder Tee";"https://eur.shein.com/SHEIN-EZwear-Black-Contrast-Dobby-Mesh-Gigot-Sleeve-One-Shoulder-Tee-p-11989557.html";4.00;20
"SHEIN Privé Women's Black Chain Detailed Cross Pocket Trousers";"https://eur.shein.com/SHEIN-Priv-Women-s-Black-Chain-Detailed-Cross-Pocket-Trousers-p-16288046.html";12.00;0
"SHEIN Frenchy Turtleneck Ribbed Knit Textured Fabric Tee";"https://eur.shein.com/SHEIN-Frenchy-Turtleneck-Ribbed-Knit-Textured-Fabric-Tee-p-23082696.html";4.20;30
"SHEIN Clasi Contrast Lace Scallop Trim Tee";"https://eur.shein.com/SHEIN-Clasi-Contrast-Lace-Scallop-Trim-Tee-p-14218966.html";5.00;0
"SHEIN VCAY Figure Graphic Asymmetrical Neck Tee";"https://eur.shein.com/SHEIN-VCAY-Figure-Graphic-Asymmetrical-Neck-Tee-p-18770222.html";6.00;0
"SHEIN Frenchy Women'S Botanical Printed Gathered Ankle Pants";"https://eur.shein.com/SHEIN-Frenchy-Women-S-Botanical-Printed-Gathered-Ankle-Pants-p-27740916.html";10.00;0
"SHEIN EZwear Women's Pleated Bandeau Top";"https://eur.shein.com/SHEIN-EZwear-Women-s-Pleated-Bandeau-Top-p-26263703.html";4.00;0
"SHEIN LUNE Heart Print Round Neck Tee";"https://eur.shein.com/SHEIN-LUNE-Heart-Print-Round-Neck-Tee-p-3254485.html";6.00;0
"SHEIN LUNE Solid Drop Shoulder Duster Cardigan";"https://eur.shein.com/SHEIN-LUNE-Solid-Drop-Shoulder-Duster-Cardigan-p-23051109.html";12.00;20
"SHEIN Essnce Long Hoodie Sweatshirt With Drawstring & Graphic Print";"https://eur.shein.com/SHEIN-Essnce-Long-Hoodie-Sweatshirt-With-Drawstring-Graphic-Print-p-26484581.html";7.20;20
"SHEIN Privé Peekaboo Front Crop Tee";"https://eur.shein.com/SHEIN-Priv-Peekaboo-Front-Crop-Tee-p-3600221.html";5.00;0
"SHEIN Essnce Women's Round Neck Cropped T-Shirt";"https://eur.shein.com/SHEIN-Essnce-Women-s-Round-Neck-Cropped-T-Shirt-p-29418291.html";4.00;0
"Yoga Floral Mandala Print 7/8 Yoga Leggings Wideband Waist Gym Leggings";"https://eur.shein.com/Yoga-Floral-Mandala-Print-7-8-Yoga-Leggings-Wideband-Waist-Gym-Leggings-p-11224309.html";7.00;0
"SHEIN Swim Vcay Floral Print Smocked Halter Triangle Bikini Swimsuit";"https://eur.shein.com/SHEIN-Swim-Vcay-Floral-Print-Smocked-Halter-Triangle-Bikini-Swimsuit-p-16173272.html";7.20;20
"SHEIN LUNE Slogan Graphic Drop Shoulder Sweatshirt";"https://eur.shein.com/SHEIN-LUNE-Slogan-Graphic-Drop-Shoulder-Sweatshirt-p-23195714.html";7.20;20
"SHEIN EZwear Women's Pleated Top";"https://eur.shein.com/SHEIN-EZwear-Women-s-Pleated-Top-p-28153620.html";11.00;0
"SHEIN Frenchy High-rise Raw Hem Flare Jeans";"https://eur.shein.com/SHEIN-Frenchy-High-rise-Raw-Hem-Flare-Jeans-p-10955982.html";18.00;0
"Button-Up Half Placket Long Sleeve T-Shirt";"https://eur.shein.com/Button-Up-Half-Placket-Long-Sleeve-T-Shirt-p-29545348.html";13.00;0
"SHEIN Coolane Grey Flap Pocket Side Drawstring Waist Parachute Cargo Pants";"https://eur.shein.com/SHEIN-Coolane-Grey-Flap-Pocket-Side-Drawstring-Waist-Parachute-Cargo-Pants-p-12008331.html";13.60;20
"SHEIN Maternity Twist Detail Swimwear With Ruffled Hemline And Decorative Cutouts, One Piece";"https://eur.shein.com/SHEIN-Maternity-Twist-Detail-Swimwear-With-Ruffled-Hemline-And-Decorative-Cutouts-One-Piece-p-27904294.html";14.00;0
"EMERY ROSE Contrast Leopard Side Seam Leggings";"https://eur.shein.com/EMERY-ROSE-Contrast-Leopard-Side-Seam-Leggings-p-3716936.html";6.00;0
"SHEIN Clasi Solid Cold Shoulder Batwing Sleeve Popover Blouse";"https://eur.shein.com/SHEIN-Clasi-Solid-Cold-Shoulder-Batwing-Sleeve-Popover-Blouse-p-21809039.html";7.00;0
"SHEIN Qutie Coquette Solid Flare Leg Black Pants";"https://eur.shein.com/SHEIN-Qutie-Coquette-Solid-Flare-Leg-Black-Pants-p-16872977.html";8.80;20
"ROMWE Fairycore Realistic Style Cat & Floral Print Short Sleeve T-Shirt With Forest Elf Design";"https://eur.shein.com/ROMWE-Fairycore-Realistic-Style-Cat-Floral-Print-Short-Sleeve-T-Shirt-With-Forest-Elf-Design-p-29921651.html";15.00;0
"DAZY Slant Pocket Wide Leg Jeans";"https://eur.shein.com/DAZY-Slant-Pocket-Wide-Leg-Jeans-p-20380430.html";21.00;0
"SHEIN EZwear V-neck Drop Shoulder Rib-knit Crop Tee";"https://eur.shein.com/SHEIN-EZwear-V-neck-Drop-Shoulder-Rib-knit-Crop-Tee-p-1723703.html";4.80;20
"SHEIN EZwear Women 's Solid Flare Skinny Pants Fold Over Leggings Stretch Bootcut Bell Bottom Yoga Pants Y2k Joggers";"https://eur.shein.com/SHEIN-EZwear-Women-s-Solid-Flare-Skinny-Pants-Fold-Over-Leggings-Stretch-Bootcut-Bell-Bottom-Yoga-Pants-Y2k-Joggers-p-17890927.html";8.80;20
"SHEIN EZwear Solid Form Fitted Tee";"https://eur.shein.com/SHEIN-EZwear-Solid-Form-Fitted-Tee-p-1941180.html";4.00;20
"SHEIN BASICS Solid Square Neck Tee";"https://eur.shein.com/SHEIN-BASICS-Solid-Square-Neck-Tee-p-21737744.html";6.40;20
"Women'S Strawberry Pattern Lace Trimmed Pajama Set";"https://eur.shein.com/Women-S-Strawberry-Pattern-Lace-Trimmed-Pajama-Set-p-28746253.html";9.00;0
"SHEIN Privé Geo Mesh Yoke and Sleeve Rib-knit Bodysuit";"https://eur.shein.com/SHEIN-Priv-Geo-Mesh-Yoke-and-Sleeve-Rib-knit-Bodysuit-p-1901512.html";6.40;20
"SHEIN Qutie Bear & Slogan Graphic Drawstring Thermal Lined Hoodie";"https://eur.shein.com/SHEIN-Qutie-Bear-Slogan-Graphic-Drawstring-Thermal-Lined-Hoodie-p-9369067.html";7.50;25
"SHEIN Qutie Coquette Ruched Split Hem Crop Tee";"https://eur.shein.com/SHEIN-Qutie-Coquette-Ruched-Split-Hem-Crop-Tee-p-18275948.html";3.20;20
"SHEIN PETITE Ruched Side Glitter Cami Bodycon Short Summer Dress";"https://eur.shein.com/SHEIN-PETITE-Ruched-Side-Glitter-Cami-Bodycon-Short-Summer-Dress-p-10038578.html";6.40;20
"SHEIN EZwear Summer Solid Ruched Crop Tee";"https://eur.shein.com/SHEIN-EZwear-Summer-Solid-Ruched-Crop-Tee-p-21950319.html";5.00;0
"NEW Snap Button Long Sleeve Top";"https://eur.shein.com/Snap-Button-Long-Sleeve-Top-p-25711149.html";20.00;0
"SHEIN EZwear Women 's Y2k Zip Up Thumb Holes Black Jacket";"https://eur.shein.com/SHEIN-EZwear-Women-s-Y2k-Zip-Up-Thumb-Holes-Black-Jacket-p-11315133.html";10.00;0
"SHEIN Essnce Asymmetrical Neck Ruched Tee";"https://eur.shein.com/SHEIN-Essnce-Asymmetrical-Neck-Ruched-Tee-p-22131374.html";4.00;20
"SHEIN LUNE Floral Embroidery Notched Neckline Lantern Sleeve Blouse";"https://eur.shein.com/SHEIN-LUNE-Floral-Embroidery-Notched-Neckline-Lantern-Sleeve-Blouse-p-25103701.html";9.60;20
"Yoga Basic Seamless Scrunch Butt Wideband Waist Sports Leggings";"https://eur.shein.com/Yoga-Basic-Seamless-Scrunch-Butt-Wideband-Waist-Sports-Leggings-p-9713284.html";10.00;0
"Solid Drawstring Waist Sweatpants";"https://eur.shein.com/Solid-Drawstring-Waist-Sweatpants-p-25243460.html";9.60;20
"SHEIN EZwear Women's Solid Color Round Neck Short Sleeve Cropped T-Shirt, Loose Fit";"https://eur.shein.com/SHEIN-EZwear-Women-s-Solid-Color-Round-Neck-Short-Sleeve-Cropped-T-Shirt-Loose-Fit-p-29706921.html";4.00;0
"GLOWMODE FeatherFit™ Active Tank";"https://eur.shein.com/GLOWMODE-FeatherFit-Active-Tank-p-2986352.html";15.00;0
"Two Tone Raglan Sleeve Crop Tee";"https://eur.shein.com/Two-Tone-Raglan-Sleeve-Crop-Tee-p-18844967.html";3.20;20
"Solid Drawstring Slant Pocket Sweatpants";"https://eur.shein.com/Solid-Drawstring-Slant-Pocket-Sweatpants-p-3308049.html";9.60;20
"SHEIN Essnce Short Sleeve Solid Tee";"https://eur.shein.com/SHEIN-Essnce-Short-Sleeve-Solid-Tee-p-842369.html";4.00;20
"Skull Print Short Sleeve T-Shirt";"https://eur.shein.com/Skull-Print-Short-Sleeve-T-Shirt-p-27422288.html";5.00;0
"SHEIN EZwear Multicolor Knitted Slim Fit Women's T-Shirt";"https://eur.shein.com/SHEIN-EZwear-Multicolor-Knitted-Slim-Fit-Women-s-T-Shirt-p-29685374.html";20.00;0
"SHEIN Tall Solid Stand Neck Tee";"https://eur.shein.com/SHEIN-Tall-Solid-Stand-Neck-Tee-p-12041561.html";3.00;25
"SHEIN BAE Glamorous New Years Eve Outfit- High Stretch Knitted Lace Spliced Women's Camisole Top";"https://eur.shein.com/SHEIN-BAE-Glamorous-New-Years-Eve-Outfit-High-Stretch-Knitted-Lace-Spliced-Women-s-Camisole-Top-p-27014997.html";8.00;0
"SHEIN MOD Solid Ruched Mesh Tube Top";"https://eur.shein.com/SHEIN-MOD-Solid-Ruched-Mesh-Tube-Top-p-21819248.html";5.00;0
"SHEIN Qutie Women's Sweetheart Neckline Split Hem Long Sleeve White T-Shirt";"https://eur.shein.com/SHEIN-Qutie-Women-s-Sweetheart-Neckline-Split-Hem-Long-Sleeve-White-T-Shirt-p-27103380.html";5.00;0
"SHEIN Frenchy Plaid Print Button Detail Fitted Dress";"https://eur.shein.com/SHEIN-Frenchy-Plaid-Print-Button-Detail-Fitted-Dress-p-11879181.html";14.25;25
"SHEIN BASICS Solid Color Asymmetrical Neckline Bodycon Bodysuit";"https://eur.shein.com/SHEIN-BASICS-Solid-Color-Asymmetrical-Neckline-Bodycon-Bodysuit-p-29700117.html";6.00;0
"SHEIN MOD Tie Dye Ruched One Shoulder Asymmetric Strap Summer Crop Top";"https://eur.shein.com/SHEIN-MOD-Tie-Dye-Ruched-One-Shoulder-Asymmetric-Strap-Summer-Crop-Top-p-22763268.html";5.00;0
"SHEIN Privé Women Vest Contrast Trim Halter Top";"https://eur.shein.com/SHEIN-Priv-Women-Vest-Contrast-Trim-Halter-Top-p-13797994.html";4.00;0
"DAZY Round-neck Solid Color Slim Fit Warm Long Sleeve T-shirt";"https://eur.shein.com/DAZY-Round-neck-Solid-Color-Slim-Fit-Warm-Long-Sleeve-T-shirt-p-26262187.html";3.20;20
"SHEIN Privé Sweetheart Neck Drawstring Lantern Sleeve Crop Top";"https://eur.shein.com/SHEIN-Priv-Sweetheart-Neck-Drawstring-Lantern-Sleeve-Crop-Top-p-5494812.html";6.40;20
"SHEIN Frenchy Solid Batwing Sleeve Tee";"https://eur.shein.com/SHEIN-Frenchy-Solid-Batwing-Sleeve-Tee-p-16228684.html";6.00;0
"SHEIN LUNE Women's Geometric Pattern Short Sleeve T-Shirt";"https://eur.shein.com/SHEIN-LUNE-Women-s-Geometric-Pattern-Short-Sleeve-T-Shirt-p-28882690.html";5.00;0
"Women's Pocketed Asymmetrical Hem Shirt With Front Short And Back Long Design";"https://eur.shein.com/Women-s-Pocketed-Asymmetrical-Hem-Shirt-With-Front-Short-And-Back-Long-Design-p-25881285.html";11.00;0
"SHEIN Swim Basics Plain Cover Up Pants Without Bikini Panty";"https://eur.shein.com/SHEIN-Swim-Basics-Plain-Cover-Up-Pants-Without-Bikini-Panty-p-3347199.html";5.60;20
"SHEIN Frenchy Elastic Waist Ribbed Knit Baggy Grain Fabric Pants";"https://eur.shein.com/SHEIN-Frenchy-Elastic-Waist-Ribbed-Knit-Baggy-Grain-Fabric-Pants-p-24751039.html";6.40;20
"Tie Dye Drop Shoulder Oversized Tee";"https://eur.shein.com/Tie-Dye-Drop-Shoulder-Oversized-Tee-p-10902772.html";6.00;0
"SHEIN EZwear White Mock Neck Ruched Crop Tee";"https://eur.shein.com/SHEIN-EZwear-White-Mock-Neck-Ruched-Crop-Tee-p-23094506.html";3.75;25
"SHEIN VCAY Women's Embroidered Lace Patchwork T-Shirt";"https://eur.shein.com/SHEIN-VCAY-Women-s-Embroidered-Lace-Patchwork-T-Shirt-p-29716686.html";20.00;0
"SHEIN Coolane Faux Stretch-Leather Black Pleated Strapless Top";"https://eur.shein.com/SHEIN-Coolane-Faux-Stretch-Leather-Black-Pleated-Strapless-Top-p-26811414.html";4.00;0
"SHEIN Swim Basics Halter Triangle Bikini Top";"https://eur.shein.com/SHEIN-Swim-Basics-Halter-Triangle-Bikini-Top-p-9766721.html";3.20;20
"SHEIN Daily&Casual Letter Graphic Seamless Breathable Sports Leggings";"https://eur.shein.com/SHEIN-Daily-Casual-Letter-Graphic-Seamless-Breathable-Sports-Leggings-p-3238505.html";7.20;20
"SHEIN BAE Contrast Mesh Slim Fit Tee";"https://eur.shein.com/SHEIN-BAE-Contrast-Mesh-Slim-Fit-Tee-p-23026785.html";4.00;0
"SHEIN Essnce Solid Crop Cami Top";"https://eur.shein.com/SHEIN-Essnce-Solid-Crop-Cami-Top-p-17823936.html";3.20;20
"SHEIN Coolane Women's Simple Letter Printed Tee";"https://eur.shein.com/SHEIN-Coolane-Women-s-Simple-Letter-Printed-Tee-p-29608926.html";8.00;0
"SHEIN Frenchy Contrast Lace Raglan Sleeve Sweatshirt";"https://eur.shein.com/SHEIN-Frenchy-Contrast-Lace-Raglan-Sleeve-Sweatshirt-p-20592352.html";9.00;0
"SHEIN Privé Flap Detail Roll Tab Sleeve Blazer";"https://eur.shein.com/SHEIN-Priv-Flap-Detail-Roll-Tab-Sleeve-Blazer-p-3138895.html";17.00;0
"2pcs Solid Round Neck Tee";"https://eur.shein.com/2pcs-Solid-Round-Neck-Tee-p-25447250.html";8.00;20
"SHEIN Slayr Ruched Detail Bodycon Dress";"https://eur.shein.com/SHEIN-Slayr-Ruched-Detail-Bodycon-Dress-p-2865175.html";9.00;0
"SHEIN WYWH Vacation Sweetheart Neckline Floral Print Cropped Slim Fit T-Shirt";"https://eur.shein.com/SHEIN-WYWH-Vacation-Sweetheart-Neckline-Floral-Print-Cropped-Slim-Fit-T-Shirt-p-27332121.html";5.00;0
"SHEIN LUNE Women's Heart & Floral Pattern Round Neck Short Sleeve T-Shirt Casual Style";"https://eur.shein.com/SHEIN-LUNE-Women-s-Heart-Floral-Pattern-Round-Neck-Short-Sleeve-T-Shirt-Casual-Style-p-29601091.html";4.00;0
"SHEIN Essnce Solid Drop Shoulder Tee";"https://eur.shein.com/SHEIN-Essnce-Solid-Drop-Shoulder-Tee-p-9709402.html";4.00;0
"SHEIN Coolane Letter Patched Detail Contrast Raglan Long Sleeve Crop Tee";"https://eur.shein.com/SHEIN-Coolane-Letter-Patched-Detail-Contrast-Raglan-Long-Sleeve-Crop-Tee-p-22237188.html";4.80;20
"Wide Waistband Sports Leggings";"https://eur.shein.com/Wide-Waistband-Sports-Leggings-p-23703794.html";8.00;0
"SHEIN Coolane Loose-Fitting Drop-Shoulder T-Shirt With Lettering And Car Print";"https://eur.shein.com/SHEIN-Coolane-Loose-Fitting-Drop-Shoulder-T-Shirt-With-Lettering-And-Car-Print-p-11496698.html";8.00;20
"Neon Green Short Sleeve Tee Without Bag";"https://eur.shein.com/Neon-Green-Short-Sleeve-Tee-Without-Bag-p-1059874.html";5.00;0
"SHEIN Essnce Clover Round Neck Short Sleeve T-Shirt, Suitable For Casual Wear During Saint Patrick's Day";"https://eur.shein.com/SHEIN-Essnce-Clover-Round-Neck-Short-Sleeve-T-Shirt-Suitable-For-Casual-Wear-During-Saint-Patrick-s-Day-p-29574118.html";4.00;0
"SHEIN EZwear Graphic T Shirt I Love My Boyfriend Valentine's Day Slogan Heart Printed Round Neck Short Sleeve Women's T-Shirt Suitable For Summer";"https://eur.shein.com/SHEIN-EZwear-Graphic-T-Shirt-I-Love-My-Boyfriend-Valentine-s-Day-Slogan-Heart-Printed-Round-Neck-Short-Sleeve-Women-s-T-Shirt-Suitable-For-Summer-p-27414165.html";5.00;0
"SHEIN LUNE Printed Maxi Cami Dress";"https://eur.shein.com/SHEIN-LUNE-Printed-Maxi-Cami-Dress-p-26063684.html";12.00;0
